user_id,user_title,user_dob,user_state,user_reg_date
8607,Mrs,1959-08-21,Saxony-Anhalt,2016-02-19
8623,Mrs,1974-09-02,Hesse,2015-02-17
8626,Mrs,1956-02-28,North Rhine-Westphalia,2015-02-17
8633,Mrs,1953-11-14,Rhineland-Palatinate,2015-08-06
8634,Mrs,1955-06-07,Lower Saxony,2015-02-17
8640,Mrs,1970-04-11,Lower Saxony,2016-05-21
8642,Mrs,1957-03-20,Brandenburg,2015-02-17
8644,Mrs,1971-05-30,Rhineland-Palatinate,2016-05-11
8645,Mrs,1959-05-23,Hamburg,2015-02-17
8649,Mrs,1974-07-24,Lower Saxony,2016-04-15
8655,Mrs,1968-08-31,Baden-Wuerttemberg,2015-02-17
8656,Mrs,1960-07-18,North Rhine-Westphalia,2016-04-15
8658,Mrs,1976-01-03,Saxony-Anhalt,2016-01-22
8659,Mrs,1967-03-17,Hesse,2015-02-17
8660,Mrs,1961-01-20,North Rhine-Westphalia,2016-05-24
8664,Mrs,1942-03-18,Hesse,2015-02-17
8666,Mrs,1960-10-08,Baden-Wuerttemberg,2015-02-17
8667,Mrs,1955-11-08,Bavaria,2016-08-27
8670,Mrs,1968-07-26,North Rhine-Westphalia,2015-02-17
8673,Mrs,1967-03-23,Schleswig-Holstein,2015-02-17
8674,Mrs,1966-08-29,Lower Saxony,2015-09-25
8677,Mrs,1900-11-21,Lower Saxony,2015-04-06
8679,Mrs,1950-12-07,Rhineland-Palatinate,2016-07-05
8686,Mrs,1962-12-10,North Rhine-Westphalia,2015-02-17
8696,Mr,1954-03-15,North Rhine-Westphalia,2015-10-25
8702,Mrs,1960-07-11,Rhineland-Palatinate,2015-09-30
8706,Mrs,1945-04-04,Schleswig-Holstein,2015-02-17
8708,Mrs,1960-07-01,North Rhine-Westphalia,2015-05-13
8715,Mrs,1963-10-23,Bavaria,2015-02-17
8717,Mrs,1954-04-09,Hamburg,2016-04-15
8724,Mrs,1959-05-16,Lower Saxony,2015-02-17
8725,Mrs,1972-10-19,North Rhine-Westphalia,2015-09-12
8726,Mrs,1964-04-23,North Rhine-Westphalia,2015-10-15
8727,Mrs,1972-02-13,Lower Saxony,2015-02-17
8729,Mrs,1969-05-10,Hesse,2015-02-17
8732,Mrs,1934-02-15,North Rhine-Westphalia,2016-09-06
8734,Mrs,1956-10-11,North Rhine-Westphalia,2015-02-17
8735,Mrs,1953-11-06,Lower Saxony,2016-04-15
8736,Mrs,1969-01-08,Lower Saxony,2015-08-07
8737,Mrs,1955-12-26,Lower Saxony,2015-12-01
8743,Mrs,1900-11-21,Berlin,2015-08-01
8745,Mrs,1963-09-01,Berlin,2015-09-12
8751,Mrs,1986-09-10,North Rhine-Westphalia,2015-02-17
8754,Mrs,1972-12-10,Bavaria,2016-04-15
8762,Mrs,1974-04-09,North Rhine-Westphalia,2016-05-02
8765,Mrs,1961-11-02,Hamburg,2016-03-03
8766,Mrs,1959-07-23,Hesse,2015-02-17
8776,Mrs,1968-06-10,Baden-Wuerttemberg,2015-02-17
8794,Mrs,1957-02-19,North Rhine-Westphalia,2015-02-17
8795,Mrs,1960-06-09,Bavaria,2016-03-20
8800,Mrs,1968-08-21,Berlin,2015-09-20
8813,Mrs,1962-08-10,Saxony,2016-05-13
8821,Mrs,1970-08-02,Hesse,2015-12-18
8823,Mrs,1974-12-28,Lower Saxony,2016-04-15
8827,Mrs,1968-11-21,Berlin,2016-09-05
8831,Mrs,1959-01-24,North Rhine-Westphalia,2016-04-15
8837,Mrs,1959-11-20,Baden-Wuerttemberg,2015-02-17
8838,Mrs,1963-01-07,Saxony,2016-01-31
8843,Mrs,1972-07-16,Lower Saxony,2015-04-29
8851,Mrs,1951-03-10,Bavaria,2016-05-30
8855,Mrs,1957-02-17,Hesse,2016-05-04
8859,Mrs,1970-03-14,Schleswig-Holstein,2015-08-18
8862,Mrs,1900-11-21,North Rhine-Westphalia,2015-10-03
8863,Mrs,1978-10-21,Baden-Wuerttemberg,2016-04-16
8865,Mrs,1964-04-04,Lower Saxony,2015-02-17
8867,Mrs,1962-01-13,Thuringia,2015-04-28
8870,Mrs,1974-05-29,North Rhine-Westphalia,2016-04-16
8873,Mrs,1962-11-19,North Rhine-Westphalia,2015-04-11
8874,Mrs,1977-06-13,Hamburg,2016-04-16
8886,Mrs,1955-11-14,North Rhine-Westphalia,2015-02-17
8891,Mrs,1973-10-22,Lower Saxony,2016-04-16
8895,Mrs,1968-01-20,North Rhine-Westphalia,2016-04-16
8898,Mrs,1962-03-26,Rhineland-Palatinate,2016-07-05
8902,Mrs,1961-03-11,Berlin,2015-09-20
8903,Mrs,1968-04-09,North Rhine-Westphalia,2015-02-17
8905,Mrs,1972-07-16,Hamburg,2016-05-28
8912,Mrs,1953-10-26,North Rhine-Westphalia,2016-03-25
8927,Mrs,1975-08-10,Bavaria,2016-03-19
8932,Mrs,1951-12-13,Baden-Wuerttemberg,2016-04-16
8934,Mrs,1973-11-26,Bavaria,2016-04-16
8937,Mrs,1967-07-21,Hesse,2015-02-17
8942,Mrs,1900-11-21,Hamburg,2015-02-17
8944,Mrs,1966-08-01,Brandenburg,2015-02-17
8954,Mrs,1963-01-30,Bavaria,2015-02-17
8956,Mrs,1951-05-14,Lower Saxony,2015-09-25
8959,Mrs,1967-08-29,Berlin,2015-02-17
8960,Mrs,1960-08-13,Hesse,2015-02-17
8962,Mrs,1976-04-17,Baden-Wuerttemberg,2015-12-19
8963,Mrs,1961-12-01,Baden-Wuerttemberg,2015-02-17
8967,Mrs,1963-04-19,Bavaria,2015-02-17
8973,Mrs,1961-10-09,Bavaria,2015-02-17
8978,Mrs,1968-04-08,North Rhine-Westphalia,2015-02-17
8987,Mrs,1956-02-19,Lower Saxony,2016-04-16
8998,Mrs,1952-09-02,Schleswig-Holstein,2015-04-21
8999,Mrs,1958-07-16,Hesse,2015-02-17
9003,Mrs,1949-08-30,Hamburg,2016-04-16
9004,Mrs,1963-09-04,Baden-Wuerttemberg,2015-08-19
9018,Mrs,1968-08-15,Baden-Wuerttemberg,2015-04-17
9019,Mrs,1954-07-11,Saxony-Anhalt,2016-01-19
9024,Mrs,1961-09-22,North Rhine-Westphalia,2015-02-17
9026,Mrs,NA,Schleswig-Holstein,2016-04-16
9029,Mrs,NA,North Rhine-Westphalia,2015-02-17
9031,Mrs,1972-09-27,North Rhine-Westphalia,2016-02-24
9032,Mrs,NA,North Rhine-Westphalia,2016-04-16
9033,Mrs,1968-10-09,Lower Saxony,2015-03-12
9035,Mrs,1968-04-29,North Rhine-Westphalia,2015-02-17
9036,Mrs,1950-01-03,North Rhine-Westphalia,2015-09-26
9037,Mrs,1976-06-26,Bavaria,2015-05-04
9039,Mrs,1946-11-19,Rhineland-Palatinate,2015-02-17
9041,Mrs,1965-12-23,Saxony-Anhalt,2016-07-11
9042,Mrs,1955-08-03,North Rhine-Westphalia,2015-02-17
9051,Mrs,1958-04-19,Schleswig-Holstein,2015-02-17
9054,Mrs,1966-07-21,Hamburg,2016-06-25
9064,Mrs,1900-11-21,North Rhine-Westphalia,2015-02-17
9075,Mrs,1960-03-31,North Rhine-Westphalia,2015-02-17
9084,Mrs,1958-07-03,North Rhine-Westphalia,2016-07-06
9085,Mrs,1953-06-23,Lower Saxony,2015-02-17
9095,Mrs,1964-07-04,Rhineland-Palatinate,2016-04-16
9103,Mrs,1947-11-26,Schleswig-Holstein,2016-04-16
9105,Mrs,1971-09-11,Baden-Wuerttemberg,2016-04-16
9109,Mrs,1953-03-30,North Rhine-Westphalia,2015-02-17
9111,Mrs,1954-04-28,North Rhine-Westphalia,2016-05-16
9113,Mrs,1960-01-27,North Rhine-Westphalia,2016-04-16
9114,Mrs,1969-09-22,North Rhine-Westphalia,2016-04-16
9117,Mrs,1956-06-28,North Rhine-Westphalia,2016-09-01
9118,Mrs,1958-08-20,Hesse,2016-04-16
9126,Mrs,1974-05-12,Berlin,2016-04-16
9136,Mrs,1957-01-26,Bavaria,2015-02-17
9138,Mrs,1963-12-19,North Rhine-Westphalia,2015-02-17
9139,Mrs,1956-11-14,Lower Saxony,2015-02-17
9145,Mrs,1962-05-30,Bavaria,2015-02-17
9149,Mrs,1969-07-25,Bavaria,2016-07-23
9150,Mrs,1963-10-24,Berlin,2015-02-17
9152,Mrs,1960-10-07,Schleswig-Holstein,2016-01-25
9154,Mrs,1958-12-25,Berlin,2015-02-17
9156,Mrs,1964-01-27,Berlin,2015-02-17
9158,Mrs,1970-12-21,Bavaria,2016-09-02
9160,Mrs,1971-03-21,Bavaria,2015-02-17
9166,Mrs,1966-06-02,Lower Saxony,2015-02-17
9168,Mrs,1961-01-19,North Rhine-Westphalia,2015-02-17
9171,Mrs,1981-05-04,Hamburg,2016-07-01
9172,Mrs,1964-01-14,Lower Saxony,2016-06-14
9175,Mrs,1952-11-14,Lower Saxony,2015-02-17
9178,Mrs,1973-09-12,Bavaria,2016-04-16
9181,Mrs,1951-01-20,Rhineland-Palatinate,2015-10-10
9186,Mrs,1971-04-08,Bavaria,2015-02-17
9190,Mrs,1958-08-09,North Rhine-Westphalia,2015-09-17
9192,Mrs,1946-05-08,Baden-Wuerttemberg,2016-05-31
9195,Mrs,NA,Schleswig-Holstein,2015-02-17
9200,Mrs,1959-06-27,Hesse,2015-05-13
9207,Mrs,1960-06-17,Lower Saxony,2015-02-17
9213,Mrs,1963-02-23,North Rhine-Westphalia,2015-12-19
9214,Mrs,1959-02-23,Schleswig-Holstein,2015-05-13
9218,Mrs,1963-01-31,Schleswig-Holstein,2015-02-17
9221,Mrs,1956-03-10,Rhineland-Palatinate,2015-02-17
9232,Mrs,1957-02-13,Bavaria,2015-02-17
9237,Mrs,1960-09-15,Baden-Wuerttemberg,2016-04-16
9239,Mrs,1945-10-16,Hesse,2016-03-09
9241,Mrs,1900-11-21,Brandenburg,2015-08-30
9244,Mrs,NA,North Rhine-Westphalia,2015-02-17
9245,Mrs,1952-10-23,North Rhine-Westphalia,2016-04-16
9246,Mrs,1986-11-30,Schleswig-Holstein,2015-04-08
9250,Mrs,1957-08-25,Schleswig-Holstein,2015-02-17
9252,Mrs,1901-09-24,Lower Saxony,2015-05-19
9256,Mrs,1977-12-23,Bavaria,2016-07-05
9258,Mrs,1963-12-08,North Rhine-Westphalia,2016-04-16
9276,Mrs,1965-12-20,North Rhine-Westphalia,2016-01-12
9282,Mrs,1951-05-04,Bavaria,2015-02-17
9291,Mrs,1956-05-01,Hesse,2015-02-17
9292,Mrs,1955-12-08,Berlin,2015-02-17
9296,Mrs,1952-05-09,Berlin,2015-02-17
9300,Mrs,NA,Hesse,2016-04-17
9302,Mrs,1960-10-10,Lower Saxony,2015-06-06
9304,Mrs,1975-01-30,Hesse,2016-04-17
9308,Mrs,1954-11-29,Lower Saxony,2016-04-17
9312,Mrs,1948-01-01,Lower Saxony,2015-06-12
9313,Mrs,1972-11-22,Berlin,2016-05-08
9314,Mr,1969-04-02,Rhineland-Palatinate,2015-02-17
9320,Mrs,1976-07-03,Lower Saxony,2016-04-17
9322,Mrs,1966-03-27,Bavaria,2016-09-01
9324,Mrs,1955-07-10,Bavaria,2015-02-17
9327,Mrs,NA,Baden-Wuerttemberg,2015-02-17
9333,Mrs,1977-09-12,Bavaria,2016-04-17
9337,Mrs,1954-05-29,Lower Saxony,2015-02-17
9342,Mrs,1953-12-20,Bavaria,2016-08-29
9347,Mrs,1985-01-06,North Rhine-Westphalia,2015-09-04
9349,Mrs,1956-06-25,North Rhine-Westphalia,2016-04-17
9352,Mrs,1951-10-18,Lower Saxony,2015-02-17
9361,Mrs,1964-01-20,Lower Saxony,2015-02-17
9365,Mrs,1960-09-10,Rhineland-Palatinate,2015-02-17
9366,Mrs,1951-12-30,Baden-Wuerttemberg,2015-05-13
9367,Mrs,1977-05-07,Baden-Wuerttemberg,2015-08-16
9370,Mrs,1954-07-05,North Rhine-Westphalia,2015-02-17
9380,Mrs,1964-09-19,Bavaria,2015-02-17
9384,Mrs,1942-08-15,Berlin,2016-01-26
9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24
9393,Mrs,1946-03-02,Lower Saxony,2015-02-17
9401,Mrs,1984-12-27,Rhineland-Palatinate,2016-09-03
9414,Mrs,1971-12-28,Lower Saxony,2015-02-17
9416,Mrs,1952-07-26,North Rhine-Westphalia,2016-03-14
9422,Mrs,1957-07-19,Rhineland-Palatinate,2015-02-17
9428,Mrs,1969-06-08,Saxony,2016-04-17
9431,Mrs,1964-07-13,Lower Saxony,2015-10-26
9433,not reported,1960-11-16,Bavaria,2015-10-25
9438,Mrs,1979-08-22,Rhineland-Palatinate,2015-10-28
9439,Mrs,1937-12-30,North Rhine-Westphalia,2015-02-17
9449,Mrs,1957-12-10,North Rhine-Westphalia,2015-03-02
9450,Mrs,1959-04-12,Bavaria,2015-02-17
9452,Mrs,1968-05-27,Berlin,2015-02-17
9453,Mrs,1958-10-21,Baden-Wuerttemberg,2016-08-14
9459,Mrs,1947-11-14,Rhineland-Palatinate,2016-04-17
9462,Mrs,1983-09-26,Berlin,2016-04-17
9467,Mrs,1961-10-12,North Rhine-Westphalia,2015-11-14
9479,Mrs,1945-10-21,North Rhine-Westphalia,2015-02-17
9481,Mrs,1970-07-06,Mecklenburg-Western Pomerania,2016-08-26
9488,Mrs,1964-03-25,Brandenburg,2016-09-06
9494,Mrs,1968-06-28,Schleswig-Holstein,2016-08-30
9497,Mrs,1938-10-21,Hesse,2016-04-17
9498,Mrs,NA,Lower Saxony,2016-04-17
9500,Mrs,1964-08-23,Brandenburg,2015-11-11
9504,Mrs,1966-05-25,North Rhine-Westphalia,2015-05-30
9506,Mrs,1975-01-11,Berlin,2016-02-29
9522,Mrs,1971-04-17,Bavaria,2016-04-17
9523,Mrs,1965-12-15,Bavaria,2015-02-17
9524,Mrs,1959-12-09,Saxony,2015-12-10
9532,Mrs,1967-12-04,North Rhine-Westphalia,2016-04-17
9536,Mrs,1967-09-02,North Rhine-Westphalia,2016-03-22
9552,Mrs,1970-05-31,Thuringia,2015-02-17
9556,Mrs,1948-10-07,Saxony,2015-02-17
9563,Mrs,1971-04-10,North Rhine-Westphalia,2015-02-17
9566,Mrs,1973-06-18,Baden-Wuerttemberg,2016-04-17
9569,Mrs,1965-12-13,North Rhine-Westphalia,2016-04-17
9574,Mrs,1981-11-30,Rhineland-Palatinate,2016-04-17
9577,Mrs,1962-08-19,Bavaria,2015-04-22
9579,Mrs,1970-06-27,Lower Saxony,2015-02-17
9580,Mrs,1958-04-24,Baden-Wuerttemberg,2015-02-17
9585,Mrs,1960-02-13,Berlin,2016-09-01
9589,Mrs,1963-02-06,Lower Saxony,2015-04-24
9593,Mrs,1981-08-10,North Rhine-Westphalia,2015-07-19
9595,Mrs,1962-03-11,Hesse,2016-04-17
9596,Mrs,1958-01-02,Lower Saxony,2016-02-19
9597,Mr,1969-11-07,Baden-Wuerttemberg,2016-04-17
9601,Mrs,1970-06-09,Lower Saxony,2016-08-05
9604,Mrs,1900-11-21,Hesse,2015-04-19
9608,Mrs,1966-12-19,Schleswig-Holstein,2016-03-28
9613,Mrs,1963-03-27,Berlin,2015-02-17
9617,Mrs,1972-01-21,North Rhine-Westphalia,2016-02-27
9618,Mrs,1959-08-31,Rhineland-Palatinate,2015-12-03
9621,Mr,1983-10-09,Thuringia,2016-04-17
9622,Mrs,1954-08-08,Baden-Wuerttemberg,2015-02-17
9624,Mrs,1977-11-01,Thuringia,2015-04-15
9628,Mrs,1962-10-03,North Rhine-Westphalia,2016-08-15
9631,Mrs,1953-02-22,Lower Saxony,2016-04-17
9632,Mrs,1960-04-18,Lower Saxony,2015-04-05
9643,Mrs,1978-03-07,North Rhine-Westphalia,2015-06-03
9647,Mrs,1960-03-31,North Rhine-Westphalia,2015-02-17
9649,Mrs,1979-04-18,Saxony,2015-02-17
9654,Mrs,1960-01-21,Lower Saxony,2015-02-17
9656,Mrs,1966-01-08,Hesse,2016-07-05
9672,Mrs,1963-04-01,Lower Saxony,2016-04-17
9673,Mrs,1976-09-05,Baden-Wuerttemberg,2016-04-10
9674,Mrs,NA,Bavaria,2016-04-18
9677,Mrs,1968-03-15,North Rhine-Westphalia,2016-04-18
9690,Mrs,1964-01-08,North Rhine-Westphalia,2015-02-17
9695,Mrs,NA,North Rhine-Westphalia,2016-01-17
9700,Mrs,1969-11-01,Rhineland-Palatinate,2015-11-11
9704,Mrs,NA,Lower Saxony,2016-04-18
9705,Mrs,1976-10-22,Thuringia,2016-04-18
9714,Mrs,1977-10-05,Baden-Wuerttemberg,2016-04-18
9716,Mrs,1975-05-09,North Rhine-Westphalia,2016-04-18
9718,Mrs,1963-10-01,Lower Saxony,2015-04-18
9721,Mrs,1968-07-17,North Rhine-Westphalia,2016-04-18
9724,Mrs,1957-05-19,North Rhine-Westphalia,2016-04-18
9728,Mrs,1960-12-05,Berlin,2015-02-17
9732,Mrs,NA,Bavaria,2016-04-18
9735,Mrs,1982-06-09,North Rhine-Westphalia,2015-02-17
9736,Mr,NA,Saxony,2015-02-17
9737,Mrs,1993-11-07,Lower Saxony,2016-04-18
9739,Mrs,1973-01-25,Mecklenburg-Western Pomerania,2016-04-18
9742,Mrs,1958-01-19,North Rhine-Westphalia,2015-02-17
9748,Mrs,1961-07-12,Brandenburg,2015-03-17
9752,Mrs,1954-01-25,North Rhine-Westphalia,2015-02-17
9753,Mrs,NA,Rhineland-Palatinate,2016-04-18
9755,Mrs,1981-04-19,Lower Saxony,2016-01-19
9756,Mrs,1963-01-19,North Rhine-Westphalia,2015-02-17
9759,Mrs,1957-12-24,Rhineland-Palatinate,2015-12-16
9764,Mr,1950-03-26,Saxony-Anhalt,2015-02-17
9765,Mrs,1958-09-03,Hesse,2016-09-05
9772,Mrs,1964-06-23,Bavaria,2015-04-11
9781,Mrs,1960-06-29,Saxony,2016-07-03
9788,Mrs,NA,North Rhine-Westphalia,2016-04-18
9794,Mrs,1967-01-20,Bavaria,2015-02-17
9798,Mrs,1967-04-26,Bavaria,2015-02-17
9812,Mrs,1963-08-27,North Rhine-Westphalia,2016-04-18
9818,Mrs,1956-10-10,North Rhine-Westphalia,2015-02-17
9823,Mrs,1951-09-29,Baden-Wuerttemberg,2015-02-17
9835,Mrs,1971-12-27,Bavaria,2015-03-06
9836,Mrs,1975-11-12,North Rhine-Westphalia,2015-12-28
9841,Mrs,1966-01-31,North Rhine-Westphalia,2016-01-13
9854,Mrs,1950-04-23,Saxony,2015-02-25
9856,Mrs,1954-09-27,Saarland,2016-04-21
9857,Mrs,NA,Schleswig-Holstein,2016-08-09
9858,Mrs,1959-02-25,Thuringia,2016-08-21
9861,Mrs,1954-01-14,North Rhine-Westphalia,2015-02-17
9866,Mrs,1959-12-20,North Rhine-Westphalia,2015-02-17
9868,Mrs,1957-06-24,Hesse,2015-08-16
9875,Mrs,1950-07-03,Lower Saxony,2015-02-17
9876,Mrs,1960-08-10,Lower Saxony,2015-02-17
9878,Mrs,1961-05-12,North Rhine-Westphalia,2015-02-17
9883,Mrs,1959-06-11,Berlin,2015-02-17
9884,Mrs,1962-09-02,Saxony,2015-02-17
9887,Mrs,1976-11-08,Hesse,2015-02-17
9895,Mrs,1966-03-22,Baden-Wuerttemberg,2015-08-05
9900,Mrs,1963-06-11,Saxony,2015-08-13
9903,Mrs,1958-07-03,Baden-Wuerttemberg,2015-10-30
9914,Mrs,1953-11-22,Hesse,2015-06-19
9917,Mrs,NA,North Rhine-Westphalia,2016-04-18
9919,Mrs,1977-10-04,North Rhine-Westphalia,2016-04-18
9920,Mrs,NA,Baden-Wuerttemberg,2016-01-22
9921,Mrs,1957-01-27,Bavaria,2015-12-28
9922,Mrs,1963-11-24,Lower Saxony,2016-04-18
9926,Mrs,1963-05-27,Lower Saxony,2015-02-17
9929,Mrs,1954-04-13,Thuringia,2015-06-10
9930,Mrs,1969-08-24,Berlin,2016-04-18
9931,Mrs,1960-10-31,North Rhine-Westphalia,2016-06-04
9938,Mrs,NA,North Rhine-Westphalia,2016-04-18
9944,Mrs,1949-11-21,Saxony,2015-04-21
9945,Mrs,1961-04-13,Rhineland-Palatinate,2015-12-07
9946,Mrs,1981-12-18,Baden-Wuerttemberg,2016-04-18
9949,Mrs,1952-04-11,Bavaria,2015-07-03
9952,Mr,1979-12-02,Lower Saxony,2016-04-18
9955,Mrs,NA,North Rhine-Westphalia,2016-03-29
9958,Mrs,1959-07-08,Bavaria,2015-02-17
9959,Mrs,1985-06-08,Rhineland-Palatinate,2015-02-17
9970,Mrs,1968-10-08,Lower Saxony,2015-02-17
9973,Mrs,1988-05-09,North Rhine-Westphalia,2015-11-24
9977,Mrs,1957-02-04,Baden-Wuerttemberg,2015-02-17
9992,Mrs,1973-11-28,Mecklenburg-Western Pomerania,2015-12-07
9995,Mrs,1972-02-22,Rhineland-Palatinate,2015-10-19
10005,Mrs,1958-03-05,North Rhine-Westphalia,2015-02-17
10011,Mrs,1967-02-13,Bavaria,2016-04-19
10015,Mrs,1964-10-06,North Rhine-Westphalia,2015-03-31
10017,Mrs,1968-03-18,Lower Saxony,2015-02-17
10019,Mrs,1969-04-16,Thuringia,2015-05-12
10020,Mrs,1958-11-03,North Rhine-Westphalia,2016-09-11
10027,Mrs,1959-12-24,North Rhine-Westphalia,2015-02-17
10029,Mrs,1971-02-19,Lower Saxony,2015-02-17
10030,Mrs,1972-05-11,Baden-Wuerttemberg,2015-02-17
10039,Mrs,1964-04-03,Saxony,2016-04-19
10043,Mrs,NA,North Rhine-Westphalia,2016-04-19
10044,Mrs,1962-02-01,Schleswig-Holstein,2016-02-05
10047,Mrs,1962-03-10,Hamburg,2016-04-19
10048,Mrs,1965-03-27,Lower Saxony,2015-02-17
10052,Mrs,1962-12-04,Lower Saxony,2016-04-19
10054,Mrs,1957-11-01,North Rhine-Westphalia,2016-07-28
10055,Mrs,1967-07-30,Hesse,2015-02-17
10057,Mrs,1948-07-25,Schleswig-Holstein,2015-02-17
10061,Mrs,1968-04-18,Hesse,2015-02-17
10074,Mrs,1962-04-18,Baden-Wuerttemberg,2015-02-17
10076,Mrs,1957-04-24,Bavaria,2016-04-19
10078,Mrs,1941-09-13,North Rhine-Westphalia,2016-04-19
10097,Mrs,1973-03-19,Rhineland-Palatinate,2016-02-01
10098,Mrs,1972-01-12,Schleswig-Holstein,2015-03-03
10102,Mrs,1966-06-11,Bavaria,2015-02-17
10110,Mrs,1968-07-30,Saarland,2015-10-19
10122,Mrs,1966-02-14,North Rhine-Westphalia,2016-04-19
10124,Mrs,1973-01-19,Lower Saxony,2015-08-27
10128,Mrs,1963-11-13,Lower Saxony,2016-04-19
10130,Mrs,1948-07-06,North Rhine-Westphalia,2016-04-19
10132,Company,1961-06-26,Lower Saxony,2016-04-09
10145,Mrs,1964-01-26,Bavaria,2016-06-18
10147,Mrs,1961-07-30,Schleswig-Holstein,2016-08-22
10152,Mrs,1959-11-30,North Rhine-Westphalia,2015-02-17
10158,Mrs,1970-09-18,Mecklenburg-Western Pomerania,2015-09-10
10159,Mrs,1964-09-20,Baden-Wuerttemberg,2016-04-19
10162,Mrs,1954-05-21,Berlin,2015-02-17
10165,Mrs,1976-12-11,Baden-Wuerttemberg,2016-04-19
10166,Mrs,1964-05-24,Lower Saxony,2016-04-19
10171,Mrs,1983-04-09,Schleswig-Holstein,2015-02-17
10175,Mrs,1949-11-21,North Rhine-Westphalia,2015-02-17
10187,Mrs,1952-05-02,North Rhine-Westphalia,2016-06-18
10196,Mrs,NA,Lower Saxony,2016-04-19
10203,Mrs,1969-05-16,Bavaria,2015-10-27
10216,Mrs,NA,Lower Saxony,2016-04-08
10218,Mrs,1973-06-21,Mecklenburg-Western Pomerania,2015-06-16
10219,Mrs,1979-11-25,North Rhine-Westphalia,2016-04-19
10220,Mrs,1951-01-08,Berlin,2015-02-17
10221,Mrs,1958-09-30,Saxony,2015-02-17
10223,Mrs,1970-05-30,Bavaria,2016-02-24
10228,Mrs,1964-04-24,Baden-Wuerttemberg,2016-04-19
10230,Mr,1945-08-27,Lower Saxony,2016-06-21
10236,Mrs,1957-05-26,North Rhine-Westphalia,2015-03-28
10241,Mrs,1978-02-11,North Rhine-Westphalia,2016-05-24
10244,Mrs,1960-06-03,Lower Saxony,2015-02-17
10248,Mrs,1967-08-27,Hesse,2016-08-13
10255,Mrs,1971-05-15,Baden-Wuerttemberg,2015-02-17
10258,Mrs,1965-11-11,Lower Saxony,2016-04-19
10261,Mrs,1965-01-17,Mecklenburg-Western Pomerania,2015-02-17
10266,Mrs,1949-09-27,Baden-Wuerttemberg,2015-02-17
10277,Mrs,1963-12-23,Lower Saxony,2015-02-17
10279,Mrs,1964-01-15,Baden-Wuerttemberg,2015-02-17
10282,Mrs,1958-11-10,North Rhine-Westphalia,2015-02-17
10285,Mrs,1962-05-11,North Rhine-Westphalia,2015-02-17
10294,Mrs,1967-11-18,Lower Saxony,2015-09-26
10298,Mrs,1967-12-30,Lower Saxony,2016-01-23
10304,Mrs,1900-11-21,North Rhine-Westphalia,2015-11-17
10306,Mrs,1954-08-08,Hamburg,2015-02-17
10312,Mrs,1957-02-02,Lower Saxony,2015-08-14
10318,Mrs,1977-05-29,Hesse,2016-04-19
10326,Mrs,1970-09-28,Bavaria,2015-06-26
10332,Mrs,1956-01-18,Lower Saxony,2015-05-31
10341,Mrs,1965-04-14,Bremen,2015-02-17
10344,Mrs,1961-03-24,Bremen,2016-04-19
10359,Mrs,1970-04-19,Baden-Wuerttemberg,2015-09-25
10366,Mrs,1972-11-13,Rhineland-Palatinate,2016-04-19
10368,Mrs,1949-01-14,North Rhine-Westphalia,2016-04-19
10371,Mrs,NA,Lower Saxony,2016-04-19
10372,Mrs,1953-11-11,Bavaria,2016-04-19
10374,Mrs,1963-04-05,North Rhine-Westphalia,2015-02-17
10383,Mrs,1954-02-19,Rhineland-Palatinate,2016-03-15
10390,Mrs,1900-11-21,Bavaria,2015-04-05
10391,Mrs,1980-08-20,Hamburg,2016-04-19
10394,Mrs,1960-10-22,Baden-Wuerttemberg,2016-04-19
10397,Mrs,1960-02-24,North Rhine-Westphalia,2015-02-17
10398,Mrs,1966-02-19,North Rhine-Westphalia,2015-02-17
10399,Mrs,1976-02-22,Bavaria,2015-08-10
10401,Mrs,1956-03-29,North Rhine-Westphalia,2016-04-19
10403,Mrs,1968-04-07,North Rhine-Westphalia,2016-06-28
10410,Mrs,1975-08-31,Lower Saxony,2016-01-29
10417,Mrs,NA,Saxony,2016-03-14
10422,Mrs,1965-07-14,Saxony,2015-06-06
10424,Mrs,1961-02-16,Bavaria,2015-02-17
10425,Mrs,1951-02-02,Baden-Wuerttemberg,2015-11-06
10426,Mrs,1956-10-15,Lower Saxony,2016-02-28
10432,Mrs,1944-07-23,Bavaria,2015-02-17
10441,Mrs,1965-10-27,Bavaria,2016-04-20
10442,Mrs,1971-11-29,Bavaria,2016-03-05
10444,Mrs,1956-03-20,North Rhine-Westphalia,2016-08-13
10455,Mrs,1957-04-12,North Rhine-Westphalia,2016-01-04
10457,Mrs,1964-03-21,North Rhine-Westphalia,2015-02-17
10458,Mrs,1955-03-15,Berlin,2015-06-09
10459,Mrs,1944-12-26,North Rhine-Westphalia,2015-02-17
10467,Mrs,1954-04-19,North Rhine-Westphalia,2016-08-27
10470,Mrs,1959-07-07,Bavaria,2015-12-08
10488,Mrs,NA,Lower Saxony,2016-06-30
10499,Mrs,1960-05-27,Bavaria,2016-02-29
10506,Mrs,1968-11-28,North Rhine-Westphalia,2015-02-17
10508,Mrs,1955-08-15,Bavaria,2016-07-12
10511,Mrs,NA,Hesse,2016-03-18
10521,Mrs,1954-12-27,Baden-Wuerttemberg,2015-02-17
10523,Mrs,1966-03-27,Berlin,2015-02-17
10540,Mrs,1960-06-12,Bavaria,2015-05-08
